date,scheme,alpha,kappa,initial_soc_kwh,final_soc_kwh,plan_purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,waste_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-29,2,0.8,1.0,7346.252664494398,7625.0053423754525,100128.66581446941,0.0,20532.94757835123,16380.810128371544,14591.327314489728,64572.549837442915,0.0,64572.549837442915
2025-01-30,2,0.8,1.0,7625.0053423754525,7223.530144359043,97038.77563736985,0.0,22415.538403154555,18517.91378476996,9398.568235651937,62262.21292165616,0.0,62262.21292165616
2025-01-31,2,0.8,1.0,7223.530144359043,10800.0,76900.59920958134,0.0,15437.26659343686,9285.363070606993,31984.372636751483,46365.02368738156,0.0,46365.02368738156
2025-02-01,2,0.8,1.0,10800.0,10071.706259785877,60345.182221018345,0.0,12771.007060161197,10999.980084923282,24195.979312447093,35036.26154811093,0.0,35036.26154811093
2025-02-02,2,0.8,1.0,10071.706259785877,6419.2517498404095,82322.79875951305,665.6220950833167,19642.154752246366,19197.35440827048,4187.342560620476,51657.89921421993,4643.379735301218,56301.27894952115
2025-02-03,2,0.8,1.0,6419.2517498404095,7173.108974745842,93498.26311876244,0.0,22261.829116918496,17353.6100822891,8373.127584133032,59248.892232563405,0.0,59248.892232563405
2025-02-04,2,0.8,1.0,7173.108974745842,7170.112888957188,91245.39697907638,0.0,23169.958911507652,18770.36319553099,5650.937313099715,57799.033549062806,0.0,57799.033549062806
2025-02-05,2,0.8,1.0,7170.112888957188,6887.108136312248,89805.19885385889,3.367125674082331,22850.88935058459,18763.924651353962,4973.174296969024,56824.05261907682,19.55794947790722,56843.61056855473
2025-02-06,2,0.8,1.0,6887.108136312248,6682.257861623492,89212.32334639935,40.601201395594444,22492.18832264364,18403.03778856123,4892.7167970458795,56271.968586461124,236.52682290631034,56508.49540936743
2025-02-07,2,0.8,1.0,6682.257861623492,9693.217357614138,63165.99745504759,0.0,17232.05174873601,11248.09837008459,25376.364409729504,36150.671897836815,0.0,36150.671897836815
2025-02-08,2,0.8,1.0,9693.217357614138,8891.858359397434,51900.14752880754,0.0,13937.59643562296,12010.676211249622,18396.064587767534,29153.64823328519,0.0,29153.64823328519
2025-02-09,2,0.8,1.0,8891.858359397434,5966.858401055915,75649.9763647959,4910.812651471221,18847.324186378217,17898.832553473723,56.881416695966664,46756.918246076355,31004.05696629518,77760.97521237153
2025-02-10,2,0.8,1.0,5966.858401055915,6257.191359205568,87323.49236747848,0.0,20910.65590410413,16676.331619989658,8762.530500030683,54557.71335509115,0.0,54557.71335509115
2025-02-11,2,0.8,1.0,6257.191359205568,6234.478050871221,85399.21322781415,0.0,22330.68220552627,18108.294563977193,5956.228452931754,53262.23184727902,0.0,53262.23184727902
2025-02-12,2,0.8,1.0,6234.478050871221,6407.096767509712,84565.38103533896,0.0,22460.5081039682,18037.654719239596,4875.791517277025,52764.440365858914,0.0,52764.440365858914
2025-02-13,2,0.8,1.0,6407.096767509712,6511.852647000235,83936.48463382383,0.0,19747.96260281149,15901.569416735842,8760.612431081521,52508.13383570488,0.0,52508.13383570488
2025-02-14,2,0.8,1.0,6511.852647000235,9399.964985331815,53690.99740229465,0.0,17921.93922366061,11917.469666666666,17884.726028634042,30131.363335441565,0.0,30131.363335441565
2025-02-15,2,0.8,1.0,9399.964985331815,8328.499444306548,44755.78502657981,0.0,14596.126040197541,12787.181079482747,13666.748965865021,24869.54679361029,0.0,24869.54679361029
2025-02-16,2,0.8,1.0,8328.499444306548,5931.5179364968735,72175.33794014345,4757.328490389293,19533.060010625304,17979.061965635206,1.289285542653829,44107.10652200742,27529.892635381148,71636.99915738858
