date,day,risk_index,controller,plan_purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,waste_kwh,soc_start_kwh,soc_end_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-16,46,0,mpc,81012.45412871028,193.6666521801577,23603.961903032054,19120.811302089533,1345.5910799479052,6186.976080987717,6185.195902505979,54341.36733644884,1073.621656942743,55414.988993391584
2025-02-17,47,0,mpc,83625.98652897363,0.0,21102.89016388486,16901.043962536096,8240.277160958194,6185.195902505979,6398.859313851128,56298.027832195745,0.0,56298.027832195745
2025-02-18,48,0,mpc,81030.50290975216,0.0,22964.168030763187,18428.84462583901,4403.791721494647,6398.859313851128,6590.116512827988,53269.700448753356,0.0,53269.700448753356
2025-02-19,49,0,mpc,80782.35281353978,50.233120093374964,24854.32451815506,20500.22436512301,3599.158397267766,6590.116512827988,6180.9815068086355,52955.376522323924,272.4644433864658,53227.84096571039
2025-02-20,50,0,mpc,81657.18367723169,3.231371462117181,22803.656685547532,18021.549779861325,5885.174409674279,6180.9815068086355,6680.328323955499,54313.27214918907,18.129609588208446,54331.401758777276
2025-02-21,51,0,mpc,36500.69423429661,0.0,19829.65100375899,15975.66982892598,7086.451026130272,6680.328323955499,6776.269972976391,15095.4572643131,0.0,15095.4572643131
2025-02-22,52,0,mpc,35747.117375469374,0.0,19744.66655804356,16391.416978235975,4549.1049123284565,6776.269972976391,6333.78434384229,14869.94398309958,0.0,14869.94398309958
2025-02-23,53,0,mpc,79929.68073094933,0.0,22610.934125295495,18299.04191766827,4085.9348399887817,6333.78434384229,6351.35625919905,52764.21241082958,0.0,52764.21241082958
2025-02-24,54,0,mpc,80063.35227578474,0.0,21133.39767374443,16934.68478633503,7661.605771708675,6351.35625919905,6555.097736307898,52687.886948797204,0.0,52687.886948797204
2025-02-25,55,0,mpc,76811.4066602063,55.35675897969202,20744.56300064618,16989.31786308075,7290.195048287229,6555.097736307898,6348.184589021963,49656.25496747917,286.097374433371,49942.35234191254
2025-02-26,56,0,mpc,74556.16143457635,183.04533910225837,22118.77413692765,17978.798162776227,1784.3827661938647,6348.184589021963,6278.638909172147,48541.329138480956,881.0545996125243,49422.38373809348
2025-02-27,57,0,mpc,75928.3032510189,518.9401209642994,23119.91702624345,18572.196173158114,4942.9383188978545,6278.638909172147,6450.790707060017,48052.640844756905,2733.2605877279007,50785.9014324848
2025-02-28,58,0,mpc,35075.613424668714,0.0,19537.6516665726,15669.105930876438,7914.474138972552,6450.790707060017,6624.559506001546,13987.672598887078,0.0,13987.672598887078
2025-03-01,59,0,mpc,35053.139761911625,0.0,19697.260886493215,16129.693583096026,7826.806525181101,6624.559506001546,6430.21254484986,14028.974354731014,0.0,14028.974354731014
2025-03-02,60,0,mpc,74229.59447980544,2786.9836951317034,23035.71173187375,19109.526657862134,732.0860342588513,6430.21254484986,5929.5457059116425,47713.14517888546,15281.464838249216,62994.61001713468
2025-03-03,61,0,mpc,83941.59520735638,0.0,23624.115888793393,18626.280418526083,6926.613103755722,5929.5457059116425,6495.382874130049,55670.693501530055,0.0,55670.693501530055
