date,slot,period,actual_load_kwh,old_load_forecast_kwh,new_load_forecast_kwh,actual_pv_kwh,pv_forecast_kwh
2025-02-01,75,12:30-12:40,601.1141666666666,718.4586252463392,674.2757231665968,1052.0977666666665,1046.0384548131603
2025-02-01,76,12:40-12:50,633.3353666666667,723.7972836743963,676.8287333675655,1058.98975,1031.5232947490776
2025-02-01,77,12:50-13:00,638.6816666666667,731.5114039248838,689.0970539953096,1052.2250000000001,1015.3767651331482
2025-02-01,78,13:00-13:10,619.3742333333333,734.9964302453343,677.7542800794977,1041.0229166666666,1013.7047239187857
2025-02-01,79,13:10-13:20,606.5044,713.9745393880069,658.4831601103523,1029.2288333333333,999.297503832122
2025-02-01,80,13:20-13:30,607.0133333333333,692.9760118674924,652.6842150537485,1017.28125,972.9977764717696
2025-02-01,81,13:30-13:40,606.3183333333333,724.9014901586565,665.3791109027327,998.79405,961.2795872530106
2025-02-01,82,13:40-13:50,624.9272166666666,726.8608823903062,665.5900467274844,948.6343499999999,938.4346426930598
2025-02-01,83,13:50-14:00,641.645,693.4527422514122,650.3811249868097,875.1875,899.6736953547336
2025-02-01,84,14:00-14:10,612.7233833333333,687.6288735590181,644.3955920062098,815.6234166666667,866.4617226952821
