date,scheme,alpha,kappa,initial_soc_kwh,final_soc_kwh,plan_purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,waste_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-03-05,1,0.5,1.0,5831.670631559787,5844.152105348904,74162.23702797097,741.0796894010333,21532.333073916514,17429.956463462167,4670.468090250998,44742.812579929974,4927.184854952285,49669.99743488226
2025-03-06,1,0.5,1.0,5844.152105348904,5810.405613400486,73275.9483606895,1177.077624573005,21333.20871211183,17310.27089956416,4489.434039381498,44152.93440878639,7817.719947274537,51970.65435606092
2025-03-07,1,0.5,1.0,5810.405613400486,8076.00514682977,42256.66021390617,0.0,16721.88268784966,11505.685397071873,16118.177389795048,22802.57757059994,0.0,22802.57757059994
2025-03-08,1,0.5,1.0,8076.00514682977,7236.427997899116,35205.615346314284,0.0,14058.772874267223,12143.225462194036,14226.928417574432,19034.307013077407,0.0,19034.307013077407
2025-03-09,1,0.5,1.0,7236.427997899116,5690.475171823704,63624.798762751176,3017.821761563702,20374.463868059876,17894.673276596368,829.3048828513702,37699.63255322699,18524.946761375206,56224.5793146022
2025-03-10,1,0.5,1.0,5690.475171823704,5738.887557719552,69222.08693198326,2970.3784359942333,20189.675947865515,16310.066370464796,270.7843405767725,41407.93854964306,19830.221658749877,61238.16020839294
2025-03-11,1,0.5,1.0,5738.887557719552,5910.6244523726455,69466.80934379209,1857.7814422275994,20530.390279658488,16475.05292133559,3330.3346276967945,41468.02604931194,12270.087981014818,53738.11403032676
2025-03-12,1,0.5,1.0,5910.6244523726455,5637.621193544945,68727.62195248491,1300.604724851115,20633.167085743655,16958.56827239729,3918.093180656322,41034.57742470565,8745.024701389699,49779.60212609534
2025-03-13,1,0.5,1.0,5637.621193544945,5797.817220963991,68759.9528051597,3308.4083196935317,20072.243483082886,16114.340796620001,564.8404217236945,41068.01529117259,21859.69774412126,62927.71303529385
2025-03-14,1,0.5,1.0,5797.817220963991,8222.248854636771,39582.58381952449,0.0,16545.123335323588,11219.561431306609,18227.59593217417,21553.662148012627,0.0,21553.662148012627
2025-03-15,1,0.5,1.0,8222.248854636771,6844.780943342035,33836.956080514195,0.0,14412.117918726355,12913.536634333614,11414.249646121456,18301.348140940667,0.0,18301.348140940667
2025-03-16,1,0.5,1.0,6844.780943342035,5545.808594019015,61784.82381084155,4713.461262085227,19409.672401513526,16890.909759616676,628.4754976965971,36265.67736550895,29788.91053960495,66054.5879051139
2025-03-17,1,0.5,1.0,5545.808594019015,5974.753138038998,68017.38473510928,806.2192666825405,20062.818444965502,15864.832850804072,6767.486974297063,40371.854759712885,5418.640289768242,45790.49504948113
2025-03-18,1,0.5,1.0,5974.753138038998,5756.601800721807,65726.72684011544,1222.1476832526455,21742.342652771833,17807.63375233066,1888.207256260258,39002.13134718753,7141.622372973402,46143.75372016094
2025-03-19,1,0.5,1.0,5756.601800721807,5937.511279500632,66078.58090404954,404.71901836806273,22199.978722491345,17819.164234317053,2637.0149842433048,39263.78102480977,2576.635653881326,41840.416678691094
2025-03-20,1,0.5,1.0,5937.511279500632,5974.849656943391,65238.479124953774,1550.9514230524517,21361.46525560182,17269.182317339,488.1857930767394,38877.19518722047,10399.142112220721,49276.33729944119
2025-03-21,1,0.5,1.0,5974.849656943391,7949.602348158994,37980.24888742108,0.0,15901.622647935366,11103.036922733601,21148.19864555265,20664.07225471935,0.0,20664.07225471935
2025-03-22,1,0.5,1.0,7949.602348158994,7408.383238252369,32867.92826165609,0.0,14669.833821693548,12369.66259448774,14686.557301116944,17665.425423459586,0.0,17665.425423459586
2025-03-23,1,0.5,1.0,7408.383238252369,5694.793743542741,56472.492523931345,4267.7235492891505,18384.06254643619,16433.32120785198,19.754617969620767,33276.540503366115,25766.808717732893,59043.34922109901
2025-03-24,1,0.5,1.0,5694.793743542741,5718.7999661263875,62817.16252079091,1290.8342965486108,21433.06617087451,17339.17799808307,2015.6115612147523,37219.559721503676,8769.902345434075,45989.46206693775
2025-03-25,1,0.5,1.0,5718.7999661263875,5743.895896732962,62504.899541532475,2577.4733457642938,20806.441416449976,16830.631209778563,156.43796395869447,37045.415186457365,16671.69650477892,53717.111691236285
2025-03-26,1,0.5,1.0,5743.895896732962,5815.697112369136,63097.26057324251,435.62122146064837,20988.187805440954,16935.811028334618,3887.9501509301635,37414.867721133065,2902.336898148049,40317.20461928111
2025-03-27,1,0.5,1.0,5815.697112369136,5910.714083193783,62790.24420708913,917.2755180290576,21268.723352824665,17142.150642045803,863.9576143393282,37373.046612169754,6022.317929049791,43395.36454121955
2025-03-28,1,0.5,1.0,5910.714083193783,8216.351333158289,37026.999604458455,0.0,15735.069232867325,10670.332553654476,21140.382158578937,20117.524920408898,0.0,20117.524920408898
2025-03-29,1,0.5,1.0,8216.351333158289,7442.595898569041,32036.93896913318,0.0,14605.37875969414,12526.736686482582,22251.087712588294,17185.30813546541,0.0,17185.30813546541
2025-03-30,1,0.5,1.0,7442.595898569041,5688.124744983321,53144.308514231925,4172.101734438951,18135.577739090077,16268.84200689012,104.05481647092074,31554.36944613015,26270.943878799135,57825.31332492929
2025-03-31,1,0.5,1.0,5688.124744983321,6035.254858744784,59584.62269504038,1721.7982825444976,19822.423369543656,15743.745826945045,276.3539516529372,35384.935307519176,11592.433187096525,46977.3684946157
2025-04-01,2,0.81,0.875,6035.254858744784,6544.642258602973,64895.52982817514,0.0,20718.49257110896,16323.530322725888,291.7160631254044,39029.84662774963,0.0,39029.84662774963
2025-04-02,2,0.81,0.875,6544.642258602973,6621.331182477756,66820.81616336593,1202.541634348624,21214.87637517996,17115.029832408465,3488.1758549430697,40124.4091331169,5914.88530691754,46039.294440034435
2025-04-03,2,0.81,0.875,6621.331182477756,6631.296425917263,68274.63406726992,0.0,20039.442704033812,16222.97987117183,8594.64096774127,41088.61778066486,0.0,41088.61778066486
2025-04-04,2,0.81,0.875,6631.296425917263,9365.940378035259,37869.791867594875,0.0,15076.155687476108,9750.506549949454,26113.34048006822,21370.452871802976,0.0,21370.452871802976
2025-04-05,2,0.81,0.875,9365.940378035259,8424.460923427641,32332.516754739332,0.0,14941.976696918617,12950.33263365093,18296.75770813831,18053.905618334906,0.0,18053.905618334906
2025-04-06,2,0.81,0.875,8424.460923427641,6090.332122471438,57534.46580468995,273.67865972686707,18870.87095117326,17386.121391310917,1913.3186378878172,34494.55539503101,1772.1784453745795,36266.73384040559
2025-04-07,2,0.81,0.875,6090.332122471438,6863.948052598741,64822.427812484726,0.0,19976.273636940146,15484.527308806948,7087.962201018199,38759.10154861791,0.0,38759.10154861791
2025-04-08,2,0.81,0.875,6863.948052598741,6457.083762234261,63207.163524892945,104.14596816919853,20658.008087287115,17099.164412030594,5399.272201138953,37898.116619714594,513.4147801314288,38411.531399846026
2025-04-09,2,0.81,0.875,6457.083762234261,6254.5083924218725,63530.36446890516,16.854226916452944,20517.00227533506,16801.089675852545,696.995079672433,38128.729254956816,117.57508696917574,38246.30434192599
2025-04-10,2,0.81,0.875,6254.5083924218725,6742.801385380796,66406.60472458566,0.0,20667.54739179084,16301.249693687552,7579.669126482369,39714.15690626202,0.0,39714.15690626202
2025-04-11,2,0.81,0.875,6742.801385380796,9142.341150866494,36985.1849668387,0.0,14890.31255589562,9901.567381338326,26679.789625614743,20758.45319693678,0.0,20758.45319693678
2025-04-12,2,0.81,0.875,9142.341150866494,8524.300845245134,31729.29189652307,0.0,14584.142402512032,12369.391621093975,20489.380565105013,17552.988098864862,0.0,17552.988098864862
2025-04-13,2,0.81,0.875,8524.300845245134,6122.553761522296,54892.275739127974,823.1392888096091,17943.38023808007,16695.710368195407,191.38667471958502,32997.51370222405,5496.640228179654,38494.15393040371
2025-04-14,2,0.81,0.875,6122.553761522296,6517.689245607459,63437.36174405329,0.0,20311.002508362908,16096.290096097307,6694.617531787695,37773.22259643716,0.0,37773.22259643716
2025-04-15,2,0.81,0.875,6517.689245607459,6594.444528254017,62557.47622834214,0.0,18661.967226270583,15047.113698897278,8803.1938676355,37305.299636031756,0.0,37305.299636031756
2025-04-16,2,0.81,0.875,6594.444528254017,6516.791973268349,61201.183033368696,0.0,19568.972503428377,15920.75502726408,1773.3736072043994,36601.78320899456,0.0,36601.78320899456
2025-04-17,2,0.81,0.875,6516.791973268349,6700.8593040729975,62758.599181962796,0.0,19580.71456739823,15694.718201868378,6004.2604664329465,37418.62027984009,0.0,37418.62027984009
2025-04-18,2,0.81,0.875,6700.8593040729975,9219.043134552154,35593.55327199129,0.0,15182.063607374132,10031.106074541807,24088.47855582563,19793.265871757452,0.0,19793.265871757452
2025-04-19,2,0.81,0.875,9219.043134552154,8518.717148781267,30594.601748222587,0.0,15265.700364574106,12995.510682498825,21539.732816147305,16784.374928879843,0.0,16784.374928879843
2025-04-20,2,0.81,0.875,8518.717148781267,6023.732107633172,53667.56795490011,415.7061446619334,18451.71797571609,17191.378097363322,865.1893378759438,32050.245039184938,2891.1362740893032,34941.38131327424
2025-04-21,2,0.81,0.875,6023.732107633172,6410.141635303273,61644.101675343394,0.0,18959.14082932711,15009.13549685187,9177.185959534823,36594.37509230908,0.0,36594.37509230908
2025-04-22,2,0.81,0.875,6410.141635303273,6503.489510478591,59202.794214646776,0.0,19048.461494717478,15345.240723063373,3346.6441263260103,35394.86024127292,0.0,35394.86024127292
2025-04-23,2,0.81,0.875,6503.489510478591,6743.069059934125,60349.321554281385,0.0,18542.889053176074,14804.118538562638,5210.634323001283,35954.728212245456,0.0,35954.728212245456
2025-04-24,2,0.81,0.875,6743.069059934125,6766.101647670662,60457.191402293494,0.0,18027.32559489621,14581.404402903048,9921.16351030034,36063.28022706933,0.0,36063.28022706933
2025-04-25,2,0.81,0.875,6766.101647670662,9009.129903109277,34335.140972531924,0.0,15084.625862812916,10199.821518983708,27449.97897870271,18862.42072162632,0.0,18862.42072162632
2025-04-26,2,0.81,0.875,9009.129903109277,8324.741201434837,29626.73993729051,0.0,14969.802320774896,12741.489711334663,27328.233694516945,15941.330028290144,0.0,15941.330028290144
2025-04-27,2,0.81,0.875,8324.741201434837,5991.289995985513,49073.4213585093,1593.347838179442,17565.30395407448,16328.002287704723,855.9963469856609,29561.45613771033,10649.290472627115,40210.746610337446
2025-04-28,2,0.81,0.875,5991.289995985513,6299.791462614345,57751.210256641,3044.075818146208,17078.114356125738,13555.621308495902,650.8257104907094,34440.38294529174,20629.468174815476,55069.85112010722
2025-04-29,2,0.81,0.875,6299.791462614345,6715.720569641456,60130.80429784919,0.0,17621.89169978012,13899.396080497496,8975.094961899902,35751.29835481697,0.0,35751.29835481697
2025-04-30,2,0.81,0.875,6715.720569641456,6388.366738356543,58382.39660055292,0.0,17562.582312789793,14520.310121516155,7083.269975945948,34929.95579008943,0.0,34929.95579008943
2025-05-01,2,0.82,0.75,6388.366738356543,5529.459488814245,58465.36972604622,1465.31622225855,19003.877627994832,16166.157403263895,6081.586923573842,34917.90476791185,9538.412431646913,44456.31719955876
2025-05-02,2,0.82,0.75,5529.459488814245,7302.096590677688,35566.7062623601,0.0,15133.982668148608,10663.152569523274,16805.556080401435,19569.413057129546,0.0,19569.413057129546
2025-05-03,2,0.82,0.75,7302.096590677688,6398.661283553935,31727.035116556788,0.0,14695.569753089778,12716.503276414103,20880.796989881113,17119.41939972242,0.0,17119.41939972242
2025-05-04,2,0.82,0.75,6398.661283553935,5512.414855110652,55462.387223405225,2058.1025585087496,17449.279667541203,14931.538316307331,3268.081097346766,32773.46141802046,13050.237834467052,45823.69925248751
2025-05-05,2,0.82,0.75,5512.414855110652,5749.836178671117,61362.7356157838,927.9325377371115,20713.572921914954,16564.314875546694,3065.4033071526464,36408.49934272388,6135.308125742551,42543.80746846643
2025-05-06,2,0.82,0.75,5749.836178671117,5623.697664276231,61912.068394386064,579.2097923949018,20028.917421229926,16336.947774151642,5929.226173036019,36905.93306116774,3655.0638673091053,40560.996928476845
2025-05-07,2,0.82,0.75,5623.697664276231,6022.14412446305,65450.2150520668,295.4608725231269,19937.278959465573,15790.59414299898,6531.145158123338,39049.18872757257,1942.5545243878473,40991.74325196041
2025-05-08,2,0.82,0.75,6022.14412446305,6281.745955939288,66344.43553052592,35.999250000000075,19188.197700418386,15308.798489010274,6674.5231691178105,40132.80102537188,243.22893262500048,40376.029957996885
2025-05-09,2,0.82,0.75,6281.745955939288,9030.420533519007,37986.207774911934,0.0,15121.7851371294,9774.838841253068,24139.875629035603,21688.47394033829,0.0,21688.47394033829
2025-05-10,2,0.82,0.75,9030.420533519007,7918.843930293374,32748.317558458664,0.0,14520.02024966902,12761.635345134968,18868.887370591277,18508.87081491614,0.0,18508.87081491614
2025-05-11,2,0.82,0.75,7918.843930293374,5923.976106154168,59399.56926950555,532.8560712355296,16621.066224679867,15258.444683715983,3085.7247164438577,35730.9032066683,3707.2883129307206,39438.19151959902
2025-05-12,2,0.82,0.75,5923.976106154168,6805.805602418775,67608.588330064,0.0,17060.340503358413,13025.229261082171,11642.281854454417,40551.962841997134,0.0,40551.962841997134
2025-05-13,2,0.82,0.75,6805.805602418775,6535.292853352268,64836.60698241395,0.0,17952.87022608859,14785.286357291618,8539.810346950308,39169.67451051833,0.0,39169.67451051833
2025-05-14,2,0.82,0.75,6535.292853352268,6545.206008419818,64752.22071647014,0.0,17764.667068643234,14380.458486040225,8353.8633505338,39046.92877617203,0.0,39046.92877617203
2025-05-15,2,0.82,0.75,6545.206008419818,7116.464172384733,64162.58871721693,0.0,18640.56673671971,14584.726709174536,7341.690406338431,38907.75292738586,0.0,38907.75292738586
2025-05-16,2,0.82,0.75,7116.464172384733,8960.957585605847,36359.65159267404,0.0,14460.747694531728,10053.161560671697,29236.55892548067,20996.63343740124,0.0,20996.63343740124
2025-05-17,2,0.82,0.75,8960.957585605847,7989.203621196434,31876.30916258009,0.0,14697.415789017563,12779.485357072694,19509.579647301893,18127.44611800254,0.0,18127.44611800254
2025-05-18,2,0.82,0.75,7989.203621196434,6096.556464860156,55468.81198755796,5.236666666666679,17668.024683298212,16014.482434174202,144.338305100612,33842.63265873976,35.318698333333415,33877.9513570731
2025-05-19,2,0.82,0.75,6096.556464860156,6650.42793256892,63207.55697729511,67.00333333333344,17749.04626381078,13878.24315274884,11888.540649566512,38167.16709400733,451.9039816666674,38619.071075674
2025-05-20,2,0.82,0.75,6650.42793256892,6512.053769353651,60762.65688607829,0.0,17551.4133674027,14341.181574489932,3025.0302764988546,36979.24554037968,0.0,36979.24554037968
2025-05-21,2,0.82,0.75,6512.053769353651,6627.391237549175,61959.07105636387,0.0,16851.881534340064,13546.220321439483,7290.794560129958,37604.27538113326,0.0,37604.27538113326
2025-05-22,2,0.82,0.75,6627.391237549175,7385.329693355833,61531.091821646805,0.0,17723.22827143698,13673.670289637963,6664.903023181122,37679.97004968874,0.0,37679.97004968874
2025-05-23,2,0.82,0.75,7385.329693355833,9465.590630988616,35280.64237725034,0.0,15565.388268870309,10735.729653915449,24030.03487896215,20507.65599372355,0.0,20507.65599372355
2025-05-24,2,0.82,0.75,9465.590630988616,8565.497000185538,31111.555190836803,0.0,15255.309195794962,13166.884716316692,25268.629328025203,17917.40014501596,0.0,17917.40014501596
2025-05-25,2,0.82,0.75,8565.497000185538,6204.675240283039,52681.34333254482,182.66516216729298,15194.535706875282,14432.313506481232,3556.776110984736,32575.951259160953,1050.504145934174,33626.45540509513
2025-05-26,2,0.82,0.75,6204.675240283039,6604.186276241071,59618.38061594758,0.0,19015.40628134516,15042.919155527361,1066.0605401297853,36525.15754237956,0.0,36525.15754237956
2025-05-27,2,0.82,0.75,6604.186276241071,6686.515933891104,60318.959300552815,0.0,17528.020772687498,14123.600133991844,7524.171361857167,36822.79436940544,0.0,36822.79436940544
2025-05-28,2,0.82,0.75,6686.515933891104,6939.775567234937,59718.43889160118,0.0,18777.694036757493,14981.99849976412,3648.9192546078184,36486.660323785436,0.0,36486.660323785436
2025-05-29,2,0.82,0.75,6939.775567234937,7046.2175631900045,60052.94182231922,17.817433333333497,18899.392788876514,15212.710362630416,2273.953329406463,36753.57506622028,119.77769558333443,36873.35276180361
