date,period,slot,scheme,alpha,kappa,price_yuan_per_kwh,load_kwh,pv_kwh,plan_purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,waste_kwh,soc_start_kwh,soc_end_kwh
2025-01-01,05:30-05:40,33,2,0.8,1.0,0.3713,691.4395,0.004983333333333333,0.0,0.0,0.0,691.4345166666666,0.0,1200.0,1200.0
2025-01-01,05:40-05:50,34,2,0.8,1.0,0.5708,749.6888833333334,0.0,0.0,0.0,0.0,749.6888833333334,0.0,1200.0,1200.0
2025-01-01,05:50-06:00,35,2,0.8,1.0,0.9099,894.8966666666666,0.0,0.0,0.0,0.0,894.8966666666666,0.0,1200.0,1200.0
2025-01-01,06:00-06:10,36,2,0.8,1.0,0.9368,906.8165166666665,0.06948333333333333,0.0,0.0,0.0,906.7470333333332,0.0,1200.0,1200.0
2025-01-01,06:10-06:20,37,2,0.8,1.0,0.8758,886.1488333333333,0.0,0.0,0.0,0.0,886.1488333333333,0.0,1200.0,1200.0
2025-01-01,06:20-06:30,38,2,0.8,1.0,0.8759,899.9699999999999,0.0,0.0,0.0,0.0,899.9699999999999,0.0,1200.0,1200.0
2025-01-01,06:30-06:40,39,2,0.8,1.0,0.8601,907.9001166666667,0.9676999999999999,0.0,0.0,0.0,906.9324166666667,0.0,1200.0,1200.0
2025-01-01,06:40-06:50,40,2,0.8,1.0,0.8442,907.4001666666666,0.0,0.0,0.0,0.0,907.4001666666666,0.0,1200.0,1200.0
2025-01-01,06:50-07:00,41,2,0.8,1.0,0.8334,905.605,0.5125,0.0,0.0,0.0,905.0925,0.0,1200.0,1200.0
2025-01-01,07:00-07:10,42,2,0.8,1.0,0.8092,908.2136333333333,29.299216666666666,0.0,0.0,0.0,878.9144166666666,0.0,1200.0,1200.0
2025-01-01,07:10-07:20,43,2,0.8,1.0,0.7972,918.3340333333333,70.24933333333333,0.0,0.0,0.0,848.0847,0.0,1200.0,1200.0
2025-01-01,07:20-07:30,44,2,0.8,1.0,0.7644,912.6666666666666,112.85,0.0,0.0,0.0,799.8166666666666,0.0,1200.0,1200.0
2025-01-01,07:30-07:40,45,2,0.8,1.0,0.6899,888.2369166666667,158.4685333333333,0.0,0.0,0.0,729.7683833333334,0.0,1200.0,1200.0
2025-01-01,07:40-07:50,46,2,0.8,1.0,0.86,1014.0193833333333,209.26175,0.0,0.0,0.0,804.7576333333333,0.0,1200.0,1200.0
2025-01-01,07:50-08:00,47,2,0.8,1.0,1.1617,1219.3333333333333,265.38124999999997,0.0,0.0,0.0,953.9520833333333,0.0,1200.0,1200.0
2025-01-01,08:00-08:10,48,2,0.8,1.0,1.1683,1244.9157833333334,322.92019999999997,0.0,0.0,0.0,921.9955833333333,0.0,1200.0,1200.0
2025-01-01,08:10-08:20,49,2,0.8,1.0,1.0956,1204.2818333333332,370.85434999999995,0.0,0.0,0.0,833.4274833333333,0.0,1200.0,1200.0
2025-01-01,08:20-08:30,50,2,0.8,1.0,1.0849,1202.6883333333333,415.01875,0.0,0.0,0.0,787.6695833333333,0.0,1200.0,1200.0
2025-01-01,08:30-08:40,51,2,0.8,1.0,1.061,1226.9500666666665,471.05243333333334,0.0,0.0,0.0,755.8976333333333,0.0,1200.0,1200.0
2025-01-01,08:40-08:50,52,2,0.8,1.0,1.043,1212.5855,520.35525,0.0,0.0,0.0,692.23025,0.0,1200.0,1200.0
2025-01-01,08:50-09:00,53,2,0.8,1.0,1.036,1179.5483333333332,558.49375,0.0,0.0,0.0,621.0545833333332,0.0,1200.0,1200.0
2025-01-01,09:00-09:10,54,2,0.8,1.0,1.0147,1203.6460333333332,600.2996166666667,0.0,0.0,0.0,603.3464166666665,0.0,1200.0,1200.0
2025-01-01,09:10-09:20,55,2,0.8,1.0,0.9922,1204.9252166666665,645.9392,0.0,0.0,0.0,558.9860166666665,0.0,1200.0,1200.0
